test,Z1,Z2,stars,n_words,useful,useful_discrete,n_fans,n_reviews
1,0,0,5,61,0,0,0,8
0,1,1,4,37,1,1,3,78
1,0,0,5,18,0,0,0,12
1,0,0,4,16,0,0,0,2
1,0,0,4,116,0,0,0,12
1,0,0,4,27,0,0,0,24
0,1,1,1,131,0,0,0,1
0,0,0,5,213,0,0,0,196
1,0,0,5,70,1,1,2,13
1,1,0,5,402,2,1,12,306
0,1,1,3,41,0,0,1,68
1,0,0,3,66,0,0,1,73
0,0,0,5,192,0,0,6,72
1,1,1,1,264,0,0,4,3
0,1,1,5,17,0,0,0,7
1,1,1,4,239,2,1,4,125
1,1,1,4,139,0,0,0,74
1,0,0,3,154,0,0,4,69
0,1,1,5,130,10,2,2,109
1,0,0,4,58,0,0,0,8
1,0,0,4,86,0,0,1,77
1,0,0,2,119,0,0,0,13
1,0,0,1,93,0,0,0,2
1,0,0,2,46,0,0,0,60
1,0,0,3,164,0,0,0,64
1,0,0,5,156,0,0,0,73
1,0,0,5,33,0,0,1,24
1,0,0,3,31,0,0,2,129
1,0,0,3,129,2,1,0,9
0,1,1,3,114,0,0,0,62
1,0,0,3,67,0,0,0,32
1,0,0,5,41,0,0,2,103
1,0,0,1,235,3,1,0,31
1,0,0,5,42,0,0,3,85
1,0,0,4,18,2,1,0,29
0,1,1,5,82,6,2,3,89
1,0,0,4,118,2,1,232,1734
0,1,1,5,37,0,0,0,21
1,0,0,4,67,1,1,2,86
1,0,0,5,201,1,1,71,880
1,0,0,5,95,0,0,3,61
1,1,0,3,258,1,1,5,100
0,1,1,5,106,1,1,8,88
0,0,0,4,235,3,1,41,395
1,1,1,2,47,0,0,6,182
0,0,0,4,336,1,1,2,23
1,0,0,5,202,1,1,10,291
0,1,0,3,462,1,1,0,23
1,0,0,1,82,0,0,0,2
0,1,1,3,44,1,1,3,95
1,0,0,4,150,1,1,14,93
1,1,0,5,495,22,3,162,1492
1,0,0,4,188,1,1,10,392
1,1,1,3,31,0,0,1,143
1,0,0,5,51,1,1,0,3
1,0,0,5,25,0,0,0,57
1,1,0,4,330,4,1,5,164
1,0,0,1,31,0,0,0,1
0,1,1,1,105,0,0,0,13
1,1,0,5,282,0,0,3,46
0,1,1,4,76,0,0,1,86
0,1,1,5,89,5,1,85,1157
1,0,0,5,60,0,0,1,119
1,0,0,2,122,0,0,29,729
0,1,1,5,26,0,0,1,27
1,0,0,4,126,1,1,43,470
1,1,0,2,501,2,1,1,79
1,0,0,2,73,0,0,3,24
1,0,0,5,85,4,1,23,180
0,1,1,4,55,0,0,0,67
1,0,0,5,114,0,0,1,111
1,0,0,3,156,0,0,0,23
1,1,1,3,91,0,0,13,145
1,1,1,5,85,0,0,4,51
1,0,0,2,73,0,0,0,74
0,1,1,5,33,0,0,4,253
1,0,0,3,21,0,0,0,27
1,1,0,5,388,0,0,6,79
0,1,1,4,81,0,0,2,62
1,1,0,1,756,0,0,3,156
0,1,1,5,45,0,0,0,13
1,0,0,5,19,1,1,0,14
1,0,0,4,33,0,0,3,8
1,0,0,5,143,2,1,18,227
0,1,0,5,284,0,0,0,6
1,1,0,5,237,1,1,54,200
0,0,0,3,161,1,1,2,68
0,1,0,5,352,3,1,33,310
0,1,1,3,34,0,0,0,19
1,1,1,1,84,0,0,0,14
1,1,1,4,107,0,0,0,7
0,1,1,5,30,0,0,0,25
1,0,0,3,15,5,1,154,545
1,0,0,5,79,1,1,1,56
1,0,0,5,31,0,0,0,1
1,0,0,1,166,0,0,0,119
1,0,0,1,127,0,0,0,6
1,0,0,1,64,0,0,0,2
1,0,0,5,40,0,0,47,1311
1,0,0,4,135,1,1,4,140
1,0,0,4,166,1,1,71,620
0,0,0,5,105,2,1,67,322
1,0,0,2,54,0,0,4,67
0,1,1,4,89,0,0,1,35
1,0,0,5,68,3,1,50,347
0,1,1,3,27,0,0,1,53
1,0,0,4,187,3,1,54,654
1,0,0,4,125,0,0,9,80
1,0,0,2,96,0,0,2,103
1,1,0,5,568,2,1,137,736
0,1,1,5,28,0,0,0,39
1,1,0,4,481,1,1,0,3
0,1,1,4,167,1,1,39,411
1,1,0,2,655,0,0,1,31
1,1,0,3,344,0,0,6,114
1,1,1,5,165,1,1,9,125
0,1,1,1,101,0,0,0,12
0,0,0,5,134,0,0,2,55
0,0,0,3,301,7,2,22,285
1,1,1,5,78,0,0,0,27
0,1,1,5,129,15,3,267,1761
0,1,1,5,96,0,0,0,35
0,1,0,5,864,0,0,0,2
1,0,0,2,182,0,0,1,11
1,0,0,3,144,0,0,0,24
1,0,0,5,183,2,1,71,907
1,0,0,4,99,0,0,1,18
0,0,0,5,206,1,1,1,36
1,0,0,3,50,1,1,12,184
1,1,1,4,133,12,3,103,549
1,0,0,5,44,0,0,1,39
0,1,1,4,77,0,0,0,36
0,1,1,2,215,0,0,0,5
1,0,0,3,113,0,0,0,28
0,0,0,5,208,11,3,68,347
0,0,0,5,165,2,1,1,3
1,0,0,4,47,0,0,1,56
0,1,1,4,51,0,0,0,21
1,0,0,4,43,0,0,0,49
1,0,0,3,210,2,1,74,781
1,0,0,5,124,14,3,205,819
1,0,0,5,33,0,0,1,11
0,1,1,4,29,0,0,0,7
0,0,0,3,185,3,1,129,528
0,1,1,5,106,2,1,13,156
1,0,0,4,180,5,1,0,11
1,1,0,4,281,0,0,15,198
1,0,0,1,37,0,0,0,5
1,0,0,2,27,0,0,2,31
1,1,0,4,409,1,1,51,760
0,1,0,5,357,1,1,38,280
1,1,0,2,720,2,1,5,232
1,0,0,5,114,0,0,7,195
1,1,0,5,267,0,0,17,60
1,0,0,1,57,2,1,1,24
1,0,0,3,149,1,1,16,281
1,1,0,5,386,2,1,164,494
1,1,0,5,263,3,1,174,1309
1,0,0,4,109,0,0,7,99
1,0,0,5,115,2,1,9,163
0,1,1,3,87,1,1,0,2
1,0,0,4,170,0,0,9,126
1,1,0,5,504,4,1,35,160
0,1,0,5,461,3,1,0,4
1,0,0,5,96,0,0,3,105
0,0,0,3,183,0,0,3,110
1,0,0,5,133,0,0,8,126
1,0,0,2,56,0,0,3,37
0,0,0,3,124,0,0,0,8
0,1,1,5,49,0,0,0,3
0,1,1,5,54,0,0,0,34
0,1,1,5,84,0,0,4,87
1,0,0,2,100,0,0,0,9
0,1,1,4,35,1,1,2,31
0,1,1,5,135,0,0,0,23
0,1,1,4,62,0,0,0,2
1,0,0,5,24,0,0,1,90
0,0,0,5,257,3,1,30,157
1,0,0,1,55,1,1,6,84
0,1,1,5,30,0,0,1,99
0,0,0,5,106,2,1,8,64
1,0,0,5,109,0,0,1,8
1,0,0,5,43,0,0,0,9
1,1,0,2,269,8,2,9,149
0,1,1,2,32,0,0,1,12
0,1,1,5,38,0,0,5,57
0,0,0,2,217,5,1,46,714
0,1,1,4,22,7,2,3,82
1,0,0,3,159,2,1,221,873
1,0,0,5,107,0,0,23,579
0,1,1,4,95,0,0,0,14
1,1,1,2,42,1,1,2,154
1,0,0,2,276,2,1,0,33
0,1,1,4,24,0,0,0,18
0,1,1,1,70,0,0,0,13
0,1,0,3,421,1,1,81,466
1,0,0,4,103,0,0,5,301
1,0,0,5,64,0,0,1,48
1,0,0,5,125,1,1,10,452
1,0,0,5,18,1,1,1,37
1,1,1,2,58,0,0,7,72
1,0,0,3,109,1,1,7,96
0,1,0,3,317,3,1,41,209
0,1,1,2,25,0,0,0,3
0,1,1,2,46,0,0,0,23
1,0,0,5,12,0,0,1,16
1,1,0,1,465,5,1,0,3
1,1,1,3,62,1,1,39,411
1,0,0,2,150,0,0,0,23
0,0,0,4,216,0,0,7,87
1,0,0,4,50,0,0,0,39
0,0,0,2,201,0,0,1,6
1,1,0,5,368,2,1,58,404
0,1,1,4,23,2,1,73,476
1,1,1,5,24,0,0,0,22
0,1,0,4,544,6,2,96,798
1,0,0,4,42,0,0,15,217
1,0,0,5,209,9,2,95,625
0,1,1,2,60,3,1,0,3
1,1,1,2,25,1,1,9,78
0,0,0,5,176,1,1,31,360
0,0,0,4,241,1,1,19,343
0,0,0,4,223,0,0,3,41
1,0,0,3,65,0,0,8,143
1,1,1,1,154,1,1,0,3
1,0,0,5,81,0,0,0,26
1,0,0,5,138,2,1,6,28
1,0,0,4,154,0,0,14,125
1,1,1,5,122,0,0,3,39
1,1,1,1,187,1,1,0,1
0,1,1,1,62,0,0,0,10
0,1,1,5,37,0,0,0,12
1,1,1,5,305,1,1,0,36
1,0,0,5,33,0,0,1,6
1,0,0,5,58,0,0,2,37
1,1,1,4,73,1,1,39,768
1,1,1,5,164,3,1,47,454
1,0,0,5,61,3,1,0,12
1,1,1,1,138,0,0,0,22
0,1,0,1,393,0,0,0,14
1,0,0,5,204,1,1,1,75
1,1,0,4,641,1,1,6,354
1,1,0,5,774,12,3,83,526
1,1,0,3,479,1,1,34,263
1,1,1,1,104,0,0,0,54
1,0,0,1,118,0,0,0,27
1,1,0,2,290,4,1,1,41
0,0,0,4,210,3,1,9,163
1,0,0,1,56,0,0,0,64
1,0,0,5,140,1,1,3,116
1,0,0,5,34,0,0,1,23
0,1,0,4,278,0,0,10,328
0,1,1,4,34,0,0,1,9
1,0,0,5,22,0,0,0,10
1,1,1,2,228,1,1,1,19
1,0,0,2,258,9,2,41,165
1,0,0,4,18,0,0,1,39
0,1,0,3,411,2,1,25,253
0,1,1,5,103,0,0,1,20
0,0,0,3,133,0,0,1,42
1,0,0,4,48,0,0,0,268
1,0,0,5,47,1,1,2,85
1,1,1,4,226,2,1,2,21
1,0,0,4,87,1,1,73,643
1,0,0,5,43,2,1,3,103
1,0,0,5,67,0,0,4,114
1,1,1,5,83,0,0,0,59
1,0,0,5,130,0,0,1,50
0,1,1,5,50,0,0,0,6
0,1,1,3,89,6,2,22,285
0,1,1,4,46,0,0,35,1503
0,1,1,5,40,0,0,0,7
1,1,0,3,291,6,2,75,304
1,0,0,4,226,0,0,0,72
0,0,0,5,204,1,1,2,14
1,0,0,5,123,0,0,1,13
0,0,0,2,179,0,0,0,70
1,1,1,4,58,0,0,1,5
1,1,1,5,39,1,1,40,550
1,0,0,5,36,0,0,0,7
1,1,0,5,329,5,1,71,409
1,1,0,2,375,1,1,2,121
1,1,0,3,366,1,1,4,106
1,1,1,1,117,1,1,0,13
1,0,0,1,144,1,1,0,1
1,0,0,5,298,2,1,0,75
0,1,0,4,560,6,2,64,828
1,0,0,5,202,0,0,1,26
1,0,0,4,221,4,1,71,696
1,0,0,1,31,1,1,1,36
1,0,0,5,294,0,0,10,295
1,0,0,2,141,0,0,0,28
0,0,0,3,225,3,1,2,65
1,1,1,3,93,0,0,40,185
1,1,1,2,219,1,1,1,59
0,1,1,3,78,2,1,37,124
1,0,0,5,104,0,0,0,13
0,0,0,2,118,3,1,25,167
1,1,1,5,167,0,0,18,296
1,0,0,5,52,0,0,1,26
0,1,1,4,74,2,1,0,20
1,1,0,4,451,9,2,110,1234
1,0,0,4,270,0,0,0,20
1,0,0,2,85,0,0,1,17
1,0,0,3,210,0,0,0,24
1,0,0,5,88,2,1,0,56
1,0,0,5,49,0,0,3,93
1,0,0,4,13,0,0,0,14
1,0,0,5,106,3,1,4,95
1,1,1,5,188,0,0,5,618
1,0,0,5,23,0,0,1,56
0,1,1,5,82,1,1,0,17
0,1,1,5,115,0,0,0,54
0,1,1,2,61,0,0,0,16
1,0,0,1,23,0,0,0,4
1,0,0,5,42,0,0,1,44
1,1,1,4,35,0,0,1,47
1,1,1,4,211,2,1,7,114
1,1,1,5,88,0,0,0,10
1,1,1,5,89,0,0,0,3
1,1,0,5,371,3,1,25,329
1,0,0,5,75,0,0,0,82
1,0,0,1,329,0,0,4,63
1,0,0,5,25,0,0,0,21
0,0,0,3,151,3,1,127,459
1,0,0,1,317,0,0,0,17
1,0,0,5,121,1,1,13,246
1,0,0,1,71,0,0,0,6
1,1,0,5,492,1,1,4,56
1,1,1,2,267,1,1,0,56
0,1,1,5,212,0,0,0,96
0,1,1,5,51,0,0,0,44
1,0,0,3,50,0,0,0,8
1,0,0,3,69,0,0,0,117
1,0,0,3,177,1,1,0,67
1,1,1,5,65,1,1,107,576
1,0,0,3,41,0,0,0,30
0,1,1,2,114,0,0,1,38
1,0,0,5,147,0,0,0,7
1,0,0,4,84,0,0,3,63
1,0,0,4,223,1,1,3,63
1,0,0,5,47,0,0,1,13
1,0,0,5,28,0,0,0,8
1,0,0,3,158,1,1,3,56
1,0,0,5,195,1,1,7,121
1,0,0,4,25,0,0,2,134
1,1,1,3,20,1,1,2,63
0,0,0,4,150,2,1,51,606
1,0,0,5,22,0,0,1,4
1,0,0,4,290,0,0,7,173
1,0,0,5,166,1,1,14,233
0,1,1,4,24,0,0,16,342
0,1,1,5,105,0,0,10,83
0,0,0,3,133,2,1,5,100
1,0,0,5,45,0,0,2,49
1,0,0,5,20,0,0,1,16
0,1,1,5,79,1,1,2,37
0,0,0,2,204,2,1,5,54
1,0,0,2,117,0,0,0,6
0,0,0,3,256,2,1,0,54
1,0,0,5,53,0,0,8,162
0,1,1,5,77,0,0,4,223
1,0,0,1,226,1,1,0,10
1,0,0,3,61,1,1,6,21
0,1,0,4,333,1,1,7,109
1,1,0,5,255,4,1,15,166
1,0,0,5,48,0,0,10,211
0,1,1,4,157,1,1,4,87
1,0,0,3,177,0,0,2,145
1,0,0,3,82,0,0,0,42
1,0,0,5,28,0,0,14,155
1,1,1,3,51,1,1,0,58
1,0,0,4,109,0,0,1,174
0,1,1,5,37,0,0,4,78
0,1,0,1,449,20,3,37,339
0,1,1,2,132,1,1,1,62
1,0,0,1,111,0,0,5,314
1,0,0,5,13,0,0,1,5
1,1,0,5,417,0,0,1,24
1,0,0,4,133,2,1,0,7
1,0,0,5,123,1,1,24,227
1,0,0,4,147,2,1,7,177
1,0,0,5,314,2,1,19,49
1,0,0,5,21,0,0,1,10
0,1,1,5,95,0,0,1,8
1,0,0,4,68,0,0,1,80
1,0,0,5,216,9,2,84,365
0,1,1,3,18,0,0,0,1
1,0,0,4,103,1,1,28,433
0,1,0,5,271,22,3,108,567
0,1,1,5,119,0,0,1,37
1,0,0,5,101,0,0,1,12
1,0,0,4,49,0,0,4,57
1,0,0,2,92,1,1,28,380
1,0,0,3,227,0,0,0,6
1,0,0,3,112,2,1,0,13
1,0,0,5,56,0,0,1,64
1,0,0,4,160,2,1,15,192
1,1,0,2,201,0,0,0,18
1,0,0,2,99,0,0,1,93
1,0,0,5,72,1,1,5,57
1,0,0,5,86,0,0,0,31
1,0,0,5,24,0,0,0,3
0,0,0,4,189,1,1,0,39
1,1,1,4,156,1,1,69,313
1,0,0,3,75,2,1,9,135
0,1,1,5,13,0,0,0,3
1,1,1,5,21,0,0,0,16
1,0,0,1,37,0,0,1,37
1,0,0,5,47,0,0,2,79
0,1,0,3,299,3,1,1,89
1,0,0,2,48,0,0,0,4
0,1,1,5,40,0,0,2,54
1,0,0,5,17,0,0,1,25
1,0,0,3,115,1,1,9,195
1,0,0,5,325,3,1,18,528
1,1,1,2,77,0,0,0,17
0,1,1,5,108,1,1,1,54
1,0,0,5,76,1,1,0,17
0,1,1,3,47,1,1,0,18
0,1,1,5,40,0,0,0,3
1,1,1,4,118,1,1,0,83
1,0,0,5,39,0,0,1,143
1,0,0,5,95,1,1,0,31
0,1,1,1,93,0,0,0,5
1,0,0,1,86,1,1,0,9
1,0,0,1,83,0,0,0,2
1,0,0,5,164,1,1,11,109
1,0,0,3,92,1,1,0,3
1,0,0,3,102,0,0,4,67
0,1,1,3,32,0,0,0,10
0,1,1,3,42,0,0,20,153
0,1,1,1,73,1,1,0,1
1,0,0,3,225,0,0,0,21
0,1,1,4,51,4,1,26,326
0,1,1,5,47,0,0,0,39
1,0,0,5,83,0,0,1,32
1,1,1,3,96,0,0,4,146
1,0,0,4,43,0,0,0,6
0,1,1,5,66,0,0,0,40
1,0,0,1,82,0,0,24,343
1,1,1,2,261,1,1,0,27
0,1,1,4,67,0,0,1,38
0,1,1,5,51,0,0,0,57
0,1,1,5,94,0,0,0,121
1,0,0,4,70,0,0,5,98
1,1,1,5,156,2,1,2,75
1,0,0,3,123,0,0,0,45
0,1,1,3,110,1,1,29,222
0,1,1,1,127,0,0,0,11
1,0,0,5,202,6,2,54,211
0,1,1,4,84,3,1,16,294
1,0,0,5,252,11,3,284,840
1,1,1,1,34,0,0,0,1
1,0,0,5,129,0,0,2,45
0,1,1,1,57,0,0,0,4
0,1,1,5,32,0,0,1,22
1,0,0,2,107,1,1,14,301
0,0,0,5,288,9,2,31,234
0,1,1,3,69,0,0,43,364
1,0,0,4,88,0,0,11,202
1,0,0,5,95,0,0,0,3
1,1,1,5,77,0,0,0,49
1,0,0,5,157,6,2,16,183
1,0,0,5,27,0,0,0,26
1,0,0,4,107,1,1,1,19
1,0,0,5,51,1,1,0,20
1,0,0,5,98,0,0,1,50
1,1,1,5,125,2,1,24,250
1,0,0,3,117,0,0,0,6
1,1,1,2,163,0,0,1,66
0,1,1,2,71,0,0,2,176
1,0,0,5,188,2,1,22,656
1,0,0,5,46,0,0,4,125
1,0,0,1,87,0,0,0,13
1,0,0,4,34,6,2,44,564
1,0,0,2,110,0,0,7,109
1,0,0,5,299,2,1,3,204
1,0,0,5,163,1,1,45,663
1,0,0,3,105,0,0,0,2
1,0,0,4,193,9,2,37,295
0,1,1,5,18,0,0,0,17
1,0,0,5,66,1,1,0,18
1,0,0,4,57,0,0,0,5
1,0,0,4,24,0,0,0,7
1,0,0,4,131,2,1,19,364
1,0,0,3,95,1,1,7,73
0,1,1,5,72,1,1,1,65
1,0,0,3,74,4,1,32,144
1,0,0,1,191,0,0,0,2
1,0,0,5,37,0,0,2,37
1,1,1,5,75,0,0,0,8
1,1,1,1,142,0,0,1,8
1,1,1,5,189,4,1,77,791
1,0,0,4,39,0,0,2,200
1,0,0,5,41,1,1,1,10
1,1,0,4,818,6,2,156,777
0,1,0,2,429,4,1,2,13
1,0,0,5,15,0,0,1,25
1,0,0,5,79,0,0,0,14
0,1,0,4,311,0,0,7,513
0,1,1,4,73,6,2,59,191
1,0,0,5,104,0,0,4,69
0,0,0,3,202,0,0,2,43
0,1,1,1,83,1,1,0,5
1,0,0,5,13,1,1,0,6
1,1,0,4,280,6,2,32,433
1,0,0,5,276,2,1,2,22
1,1,0,5,292,1,1,25,361
1,1,1,4,119,0,0,4,84
0,1,1,2,87,0,0,12,199
0,1,1,5,33,0,0,0,4
1,0,0,2,79,0,0,0,23
1,0,0,4,76,2,1,88,1996
0,0,0,4,222,2,1,9,176
1,0,0,1,60,0,0,0,11
1,1,0,1,213,0,0,0,20
1,1,1,5,203,6,2,192,892
1,0,0,5,78,0,0,0,210
1,1,1,5,69,2,1,4,28
1,1,1,4,74,0,0,0,69
1,0,0,4,208,1,1,5,82
1,1,0,2,223,0,0,9,61
1,1,0,3,373,0,0,70,957
1,0,0,4,89,0,0,11,290
1,1,1,4,67,1,1,0,2
1,0,0,5,19,0,0,0,6
1,0,0,4,50,0,0,0,59
1,0,0,4,30,0,0,0,35
1,0,0,5,11,0,0,0,9
1,0,0,5,83,0,0,39,261
0,1,1,4,126,0,0,6,63
1,0,0,4,142,0,0,10,156
1,1,0,3,376,4,1,6,211
1,0,0,2,106,1,1,2,84
1,1,1,5,164,1,1,1,23
0,1,1,5,116,0,0,1,56
1,0,0,1,18,2,1,0,32
1,0,0,2,105,0,0,0,11
1,0,0,1,161,2,1,0,10
0,1,1,5,30,0,0,1,64
0,1,0,5,387,12,3,28,172
1,0,0,4,228,1,1,36,114
0,1,1,5,35,0,0,6,161
0,1,1,5,125,1,1,0,14
1,0,0,1,47,0,0,1,77
1,0,0,5,58,1,1,1,280
1,1,0,5,529,10,2,78,306
1,0,0,4,127,0,0,3,248
1,0,0,5,22,0,0,0,21
1,0,0,3,71,0,0,1,264
1,0,0,5,46,0,0,1,48
1,0,0,4,158,0,0,0,11
1,0,0,5,175,0,0,3,110
1,0,0,2,100,0,0,1,34
1,0,0,5,39,0,0,0,12
1,0,0,4,119,2,1,11,130
1,1,0,1,660,0,0,0,19
0,1,1,5,56,1,1,2,73
0,1,1,5,127,1,1,4,297
0,1,1,3,49,0,0,0,46
0,1,1,3,127,1,1,3,53
1,0,0,5,57,0,0,3,21
1,1,1,1,337,0,0,5,14
0,1,0,3,458,6,2,11,161
1,1,1,4,111,0,0,0,24
0,1,1,5,56,0,0,6,17
1,0,0,5,52,0,0,0,11
1,0,0,5,57,0,0,2,9
1,0,0,4,97,0,0,6,283
1,0,0,5,65,1,1,3,46
1,1,1,5,156,0,0,3,73
0,1,1,3,158,1,1,2,27
0,1,1,5,32,0,0,0,31
1,0,0,3,46,0,0,1,88
1,0,0,5,119,0,0,2,180
1,0,0,5,49,0,0,0,48
1,0,0,1,109,3,1,1,68
0,1,0,1,874,1,1,28,549
1,1,1,3,228,0,0,63,756
0,1,1,3,68,0,0,1,13
1,0,0,3,57,0,0,1,106
1,0,0,4,58,0,0,0,28
1,1,1,4,180,0,0,0,7
1,0,0,5,67,0,0,1,22
1,0,0,4,133,1,1,31,631
1,1,1,4,25,0,0,0,7
1,1,0,3,418,0,0,12,373
1,0,0,4,155,1,1,48,21
0,1,1,4,45,0,0,0,49
1,0,0,5,68,1,1,0,7
1,0,0,3,64,1,1,0,26
1,0,0,1,168,0,0,0,91
1,0,0,5,136,1,1,1,43
1,1,0,1,932,4,1,0,3
0,0,0,3,185,0,0,0,19
1,1,1,3,35,1,1,6,38
1,0,0,4,151,0,0,4,113
0,1,1,2,123,0,0,0,42
1,1,0,2,532,1,1,0,19
1,0,0,4,93,0,0,25,684
1,0,0,5,148,0,0,33,444
1,0,0,1,73,1,1,3,69
1,0,0,2,211,2,1,0,67
1,0,0,4,148,1,1,27,269
1,0,0,5,43,0,0,0,34
0,1,1,4,96,1,1,25,230
1,0,0,1,35,0,0,0,4
1,0,0,3,189,0,0,4,84
1,1,1,4,99,0,0,28,957
1,0,0,3,35,0,0,2,25
1,1,1,3,160,0,0,0,20
1,0,0,2,63,0,0,0,4
1,0,0,5,108,0,0,0,145
1,0,0,5,243,3,1,40,580
0,1,1,5,41,1,1,1,18
1,0,0,4,258,5,1,167,980
0,1,1,3,37,0,0,3,90
1,0,0,5,200,14,3,81,576
0,0,0,2,191,0,0,0,4
0,0,0,2,282,0,0,0,14
0,0,0,2,141,1,1,2,39
1,1,1,2,232,1,1,7,170
1,0,0,4,123,0,0,1,126
1,1,0,4,360,3,1,60,386
0,1,1,4,74,0,0,1,59
0,0,0,5,157,0,0,0,37
0,1,1,5,119,3,1,214,1276
1,0,0,5,51,0,0,4,249
1,1,1,5,46,0,0,15,240
1,1,1,4,129,0,0,17,160
0,1,1,4,96,1,1,4,116
1,1,0,5,292,1,1,20,160
0,1,1,5,71,0,0,3,14
1,1,0,5,266,5,1,56,305
1,0,0,1,158,5,1,2,23
1,0,0,4,228,2,1,0,40
1,0,0,2,338,0,0,0,2
1,0,0,5,27,0,0,0,2
1,1,1,2,87,0,0,2,128
1,1,1,3,97,2,1,2,44
0,1,1,2,37,0,0,0,16
1,0,0,1,56,0,0,0,7
1,0,0,3,120,0,0,0,5
0,1,1,5,128,2,1,14,243
1,1,1,4,54,0,0,1,40
1,0,0,5,29,0,0,0,32
0,1,1,5,201,1,1,2,26
1,1,1,4,190,1,1,8,204
1,0,0,3,140,2,1,2,19
1,1,0,4,689,3,1,48,590
0,1,1,5,34,0,0,0,3
1,0,0,4,101,0,0,0,10
1,0,0,5,167,2,1,11,279
0,1,1,3,121,1,1,0,56
0,0,0,4,145,0,0,21,464
1,0,0,5,96,2,1,15,191
1,0,0,5,82,0,0,113,189
0,0,0,1,152,5,1,0,13
1,0,0,2,119,0,0,0,13
0,0,0,4,256,3,1,27,587
0,1,1,4,71,0,0,0,52
1,0,0,5,30,0,0,0,17
0,0,0,5,129,0,0,17,243
0,1,1,4,85,0,0,0,6
0,1,1,1,83,0,0,0,2
1,0,0,5,25,2,1,0,16
1,1,0,4,311,0,0,0,16
0,1,1,2,137,0,0,0,4
1,0,0,3,178,1,1,0,42
1,0,0,4,262,0,0,191,814
1,1,1,2,52,0,0,0,11
1,0,0,3,199,0,0,5,186
1,0,0,3,116,2,1,207,1503
0,0,0,5,199,3,1,17,132
0,1,1,5,67,1,1,15,453
1,0,0,4,153,0,0,0,52
1,0,0,5,106,1,1,2,52
0,0,0,1,155,0,0,0,52
1,0,0,3,109,0,0,0,7
1,0,0,4,202,0,0,77,643
1,1,0,4,257,0,0,74,680
1,1,1,4,68,0,0,0,69
1,0,0,5,23,2,1,0,64
0,1,1,4,25,0,0,0,20
1,0,0,5,79,0,0,2,97
0,1,1,5,62,0,0,0,4
1,0,0,3,72,1,1,0,10
1,0,0,3,131,0,0,7,140
1,0,0,5,108,4,1,0,31
1,0,0,5,17,1,1,2,141
1,0,0,5,15,0,0,1,45
1,1,1,5,126,2,1,19,268
1,0,0,5,46,0,0,0,23
1,1,0,4,264,1,1,83,634
1,0,0,3,58,0,0,4,69
0,1,1,5,69,0,0,0,9
1,1,0,4,400,3,1,2,30
1,0,0,5,162,0,0,24,485
0,1,1,5,32,0,0,0,12
1,0,0,5,52,0,0,3,220
1,0,0,2,112,0,0,0,26
1,0,0,3,57,4,1,5,368
0,0,0,2,206,1,1,0,23
1,0,0,5,44,0,0,2,17
1,0,0,5,135,2,1,16,154
1,1,0,4,259,2,1,15,422
0,1,1,5,77,2,1,33,245
1,0,0,5,41,0,0,0,15
1,0,0,5,207,1,1,14,332
1,0,0,1,119,0,0,0,3
1,1,0,2,314,3,1,9,114
1,0,0,5,135,0,0,0,20
0,1,1,1,188,6,2,0,5
1,1,1,3,154,0,0,0,24
1,0,0,2,146,1,1,1,318
1,0,0,5,64,1,1,5,113
1,0,0,5,38,0,0,0,8
0,0,0,3,169,9,2,103,213
1,0,0,4,58,0,0,0,32
1,1,1,4,217,0,0,1,78
1,0,0,5,160,0,0,1,80
0,1,1,4,31,0,0,0,13
1,1,1,4,261,0,0,21,327
1,0,0,5,36,2,1,35,147
1,0,0,5,48,0,0,1,55
1,0,0,5,26,0,0,2,16
1,0,0,2,61,0,0,2,31
0,0,0,5,227,9,2,3,84
1,0,0,1,98,0,0,1,57
0,1,1,3,77,0,0,2,151
0,0,0,5,198,0,0,1,38
0,1,1,2,32,0,0,0,12
0,0,0,3,235,0,0,7,119
0,1,1,5,34,0,0,0,26
1,0,0,5,29,0,0,0,13
1,0,0,5,257,0,0,10,110
1,0,0,4,166,2,1,16,166
1,1,0,4,194,0,0,11,427
0,1,0,3,382,1,1,14,195
0,1,1,1,47,0,0,1,42
1,0,0,4,132,3,1,11,202
1,1,1,4,184,1,1,0,5
1,0,0,3,96,0,0,0,38
1,0,0,5,20,2,1,1,81
1,0,0,5,103,0,0,1,20
0,1,1,3,53,0,0,1,13
1,1,1,4,53,0,0,5,57
1,0,0,5,16,0,0,2,23
1,0,0,3,26,0,0,0,27
1,0,0,5,98,0,0,0,6
0,1,1,4,86,0,0,0,11
1,0,0,3,146,0,0,18,387
0,0,0,1,220,0,0,3,63
1,1,1,5,22,0,0,0,5
1,1,0,4,305,6,2,9,29
0,1,1,4,41,0,0,0,18
1,1,0,3,383,3,1,138,1188
1,1,1,5,54,0,0,1,45
1,1,1,1,95,1,1,0,12
0,1,1,5,50,0,0,1,36
1,0,0,5,68,0,0,1,97
1,0,0,4,19,0,0,0,16
1,0,0,5,62,0,0,9,112
1,0,0,5,26,0,0,8,143
0,0,0,4,200,0,0,2,23
0,0,0,3,163,0,0,23,292
1,0,0,2,58,0,0,1,24
1,0,0,2,37,1,1,1,72
0,1,1,5,43,0,0,1,47
0,0,0,4,121,0,0,0,118
1,1,1,2,205,3,1,51,562
1,0,0,4,58,2,1,0,3
1,1,0,5,359,2,1,4,199
0,1,1,5,33,0,0,0,19
